AAER DATABASE IDENTIFIER,COMPUSTAT IDENTIFIER,ID,CONAME_x,CIK_x,YEARA,FYR,DATE,P_AAER_x,UNDERSTATEMENT,YEAR,CONAME_y,CIK_y,QUARTER,ANNUAL,REASON,EXPLANATION,AUDIT,BRIBES,DISCLOSURE,NODATES,OTHER,REV,REC,COGS,INV,RES,DEBT,MKT_SEC,INC_EXP_SE,ASSET,PAY,LIAB,FIGURE,P_AAER_y,AAER1,AAER2,AAER3,AAER4,AAER5,AAER6,AAER7,AAER8,AAER9,AAER10,AAER11,AAER12,AAER13,AAER14,AAER15,AAER16,AAER17,AAER18,AAER19,AAER20,AAER21,AAER22,AAER23,AAER24,AAER25,AAER26,AAER27,AAER28,AAER29,AAER30,AAER31,AAER32,AAER33,AAER34,AAER35,AAER36,AAER37,AAER38,AAER39,AAER40,AAER41,AAER42,AAER43,AAER44,AAER45,AAER46,AAER47,AAER48,AAER49,TotalAAER
Rynco Scientific Corporation,RYNCO SCIENTIFIC CORP,1025,Rynco Scientific Corporation,85981,1980,3,3/31/81,52,0,1981,Rynco Scientific Corporation,85981,1,1,,Interest expense had been imporperly included in inventory overhead and reported as cost of inventory,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,52,76,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Rynco Scientific Corporation,RYNCO SCIENTIFIC CORP,1025,Rynco Scientific Corporation,85981,1981,3,3/31/82,52,0,1982,Rynco Scientific Corporation,85981,1,1,,Interest expense had been imporperly included in inventory overhead and reported as cost of inventory,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,52,76,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Rynco Scientific Corporation,RYNCO SCIENTIFIC CORP,1025,Rynco Scientific Corporation,85981,1982,3,3/31/83,52,0,1983,Rynco Scientific Corporation,85981,1,1,,Interest expense had been imporperly included in inventory overhead and reported as cost of inventory,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,52,76,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Rynco Scientific Corporation,RYNCO SCIENTIFIC CORP,1025,Rynco Scientific Corporation,85981,1983,3,3/31/84,52,0,1984,Rynco Scientific Corporation,85981,1,1,,Interest expense had been imporperly included in inventory overhead and reported as cost of inventory,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,52,76,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Sahlen & Associates, Inc.",SAHLEN & ASSOCIATES INC,1036,"Sahlen & Associates, Inc.",725476,1986,6,6/30/86,619,0,1986,"Sahlen & Associates, Inc.",725476,1,1,,Recorded ficticious revenue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,619,795,619,550,532,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
"Sahlen & Associates, Inc.",SAHLEN & ASSOCIATES INC,1036,"Sahlen & Associates, Inc.",725476,1987,6,6/30/87,619,0,1987,"Sahlen & Associates, Inc.",725476,1,1,,Recorded ficticious revenue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,619,795,619,550,532,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
"Sahlen & Associates, Inc.",SAHLEN & ASSOCIATES INC,1036,"Sahlen & Associates, Inc.",725476,1988,6,6/30/88,619,0,1988,"Sahlen & Associates, Inc.",725476,1,1,,Recorded ficticious revenue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,619,795,619,550,532,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Savin Corporation,SAVIN CORP,1043,Savin Corporation,276894,1980,4,4/30/81,80,0,1981,Savin Corporation,276894,1,1,,Capitalized R&D expenditures as startup costs,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,80,871,412,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Savin Corporation,SAVIN CORP,1043,Savin Corporation,276894,1981,4,4/30/82,80,0,1982,Savin Corporation,276894,1,1,,Capitalized R&D expenditures as startup costs,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,80,871,412,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Savin Corporation,SAVIN CORP,1043,Savin Corporation,276894,1982,4,4/30/83,80,0,1983,Savin Corporation,276894,1,1,,Capitalized R&D expenditures as startup costs,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,80,871,412,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Savin Corporation,SAVIN CORP,1043,Savin Corporation,276894,1983,4,4/30/84,80,0,1984,Savin Corporation,276894,1,1,,Capitalized R&D expenditures as startup costs,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,80,871,412,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Savin Corporation,SAVIN CORP,1043,Savin Corporation,276894,1984,12,12/31/84,80,0,1984,Savin Corporation,276894,1,1,,Capitalized R&D expenditures as startup costs,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,80,871,412,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Saxon Industries, Inc.",SAXON INDUSTRIES,1044,"Saxon Industries, Inc.",,1979,12,12/31/79,87,0,1979,"Saxon Industries, Inc.",,1,1,,Overstated assets thus understating expenses and overstated revenue.,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,87,127,87,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Saxon Industries, Inc.",SAXON INDUSTRIES,1044,"Saxon Industries, Inc.",,1980,12,12/31/80,87,0,1980,"Saxon Industries, Inc.",,1,1,,Overstated assets thus understating expenses and overstated revenue.,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,87,127,87,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Saxon Industries, Inc.",SAXON INDUSTRIES,1044,"Saxon Industries, Inc.",,1981,12,12/31/81,87,0,1981,"Saxon Industries, Inc.",,1,1,,Overstated assets thus understating expenses and overstated revenue.,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,87,127,87,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Scientific Software-Intercomp, Inc.",SCIENTIFIC SOFTWARE INTERCMP,1049,"Scientific Software-Intercomp, Inc.",1428529,1993,12,12/31/93,956,0,1993,"Scientific Software-Intercomp, Inc.",1428529,1,1,,"Overstated revenue by backdating or midating, booking revenue without contracts, overacrruing project revenues and side letters.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,956,2163,1901,1206,1205,1058,1057,1056,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
"Scientific Software-Intercomp, Inc.",SCIENTIFIC SOFTWARE INTERCMP,1049,"Scientific Software-Intercomp, Inc.",1428529,1994,12,12/31/94,956,0,1994,"Scientific Software-Intercomp, Inc.",1428529,1,1,,"Overstated revenue by backdating or midating, booking revenue without contracts, overacrruing project revenues and side letters.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,956,2163,1901,1206,1205,1058,1057,1056,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Chestnut Hill Farms a division of Seaboard Corporation,SEABOARD CORP,251,Chestnut Hill Farms a division of Seaboard Corporation,88121,1995,12,12/31/95,1470,0,1995,Chestnut Hill Farms a division of Seaboard Corporation,88121,1,1,,inflated earnings and assets through inflating deferred account and reducing expenses,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1470,1471,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Chestnut Hill Farms a division of Seaboard Corporation,SEABOARD CORP,251,Chestnut Hill Farms a division of Seaboard Corporation,88121,1996,12,12/31/96,1470,0,1996,Chestnut Hill Farms a division of Seaboard Corporation,88121,1,1,,inflated earnings and assets through inflating deferred account and reducing expenses,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1470,1471,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Chestnut Hill Farms a division of Seaboard Corporation,SEABOARD CORP,251,Chestnut Hill Farms a division of Seaboard Corporation,88121,1997,12,12/31/97,1470,0,1997,Chestnut Hill Farms a division of Seaboard Corporation,88121,1,1,,inflated earnings and assets through inflating deferred account and reducing expenses,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1470,1471,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Chestnut Hill Farms a division of Seaboard Corporation,SEABOARD CORP,251,Chestnut Hill Farms a division of Seaboard Corporation,88121,1998,12,12/31/98,1470,0,1998,Chestnut Hill Farms a division of Seaboard Corporation,88121,1,1,,inflated earnings and assets through inflating deferred account and reducing expenses,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1470,1471,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Chestnut Hill Farms a division of Seaboard Corporation,SEABOARD CORP,251,Chestnut Hill Farms a division of Seaboard Corporation,88121,1999,12,12/31/99,1470,0,1999,Chestnut Hill Farms a division of Seaboard Corporation,88121,1,1,,inflated earnings and assets through inflating deferred account and reducing expenses,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1470,1471,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Sensormatic Electronics Corporation,SENSORMATIC ELECTRONICS,1060,Sensormatic Electronics Corporation,88974,1994,6,6/30/94,1017,1,1994,Sensormatic Electronics Corporation,88974,1,1,,"Improper Revenue recognition by turning computer clock back, slow shipments, FOB.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1017,1415,1027,1024,1020,1019,1018,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Sensormatic Electronics Corporation,SENSORMATIC ELECTRONICS,1060,Sensormatic Electronics Corporation,88974,1995,6,6/30/95,1017,0,1995,Sensormatic Electronics Corporation,88974,1,1,,"Improper Revenue recognition by turning computer clock back, slow shipments, FOB.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1017,1415,1027,1024,1020,1019,1018,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",SYNPRO ENVIRONMENT SVCS,1145,"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",89807,1991,6,6/30/91,893,0,1991,"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",89807,1,1,,Overstated assets and equity,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,893,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",SYNPRO ENVIRONMENT SVCS,1145,"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",89807,1992,6,6/30/92,893,0,1992,"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",89807,1,1,,Overstated assets and equity,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,893,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",SYNPRO ENVIRONMENT SVCS,1145,"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",89807,1993,6,6/30/93,893,0,1993,"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",89807,1,1,,Overstated assets and equity,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,893,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",SYNPRO ENVIRONMENT SVCS,1145,"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",89807,1994,6,6/30/94,893,0,1994,"Synpro Environmental Services, Inc. (f/k/a Sherwood Corporation)",89807,1,1,,Overstated assets and equity,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,893,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Alta Gold Co.,ALTA GOLD CO,54,Alta Gold Co.,90350,1986,3,3/31/87,203,0,1987,Alta Gold Co.,90350,1,1,,overvalued appraisal of purchased assets and inappropriately recognized revenues from asset exchange,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,203,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Star Technologies, Inc.",STAR TECHNOLOGIES INC,1111,"Star Technologies, Inc.",1387767,1988,3,3/31/89,455,0,1989,"Star Technologies, Inc.",1387767,1,1,,"Capitalized R&D, failed to write-down or reserve for inventory, failed to depreciate or write-off fixed assets, didn't properly reserve for AR, misclassified debt as long-term.",0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,455,1130,514,505,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Stauffer Chemical Company,STAUFFER CHEMICAL CO,1114,Stauffer Chemical Company,93813,1982,12,12/31/82,35,0,1982,Stauffer Chemical Company,93813,1,1,,"Improperly accounted for inventory (created a method to liquidate LIFO layers), prematurely recognized revenue and failed to eliminate prof from inter-company movement of inventory",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Storage Technology Corporation,STORAGE TECHNOLOGY CP,1119,Storage Technology Corporation,94673,1982,12,12/31/82,125,0,1982,Storage Technology Corporation,94673,1,1,,Premature revenue recognition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Storage Technology Corporation,STORAGE TECHNOLOGY CP,1119,Storage Technology Corporation,94673,1983,12,12/31/83,125,0,1983,Storage Technology Corporation,94673,1,1,,Premature revenue recognition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Storage Technology Corporation,STORAGE TECHNOLOGY CP,1119,Storage Technology Corporation,94673,1984,12,12/31/84,125,0,1984,Storage Technology Corporation,94673,1,1,,Premature revenue recognition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Sulcus Computer Corporation,SULCUS HOSPITALITY TECH CP,1127,Sulcus Computer Corporation,726712,1991,12,12/31/91,778,0,1991,Sulcus Computer Corporation,726712,1,1,,Used reserves from acquired companies to increase earnings.  Understated AP.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,778,1900,1899,1188,804,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Sulcus Computer Corporation,SULCUS HOSPITALITY TECH CP,1127,Sulcus Computer Corporation,726712,1992,12,12/31/92,778,0,1992,Sulcus Computer Corporation,726712,1,1,,Used reserves from acquired companies to increase earnings.  Understated AP.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,778,1900,1899,1188,804,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Sundstrand Corporation,SUNDSTRAND CORP,1131,Sundstrand Corporation,95395,1980,12,12/31/80,262,0,1980,Sundstrand Corporation,95395,1,1,,Understated taxes and revenue to conceal millions of dollars in overcharges to the government,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262,262,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Sundstrand Corporation,SUNDSTRAND CORP,1131,Sundstrand Corporation,95395,1981,12,12/31/81,262,0,1981,Sundstrand Corporation,95395,1,1,,Understated taxes and revenue to conceal millions of dollars in overcharges to the government,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262,262,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Sundstrand Corporation,SUNDSTRAND CORP,1131,Sundstrand Corporation,95395,1982,12,12/31/82,262,0,1982,Sundstrand Corporation,95395,1,1,,Understated taxes and revenue to conceal millions of dollars in overcharges to the government,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262,262,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Sundstrand Corporation,SUNDSTRAND CORP,1131,Sundstrand Corporation,95395,1983,12,12/31/83,262,0,1983,Sundstrand Corporation,95395,1,1,,Understated taxes and revenue to conceal millions of dollars in overcharges to the government,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262,262,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Sundstrand Corporation,SUNDSTRAND CORP,1131,Sundstrand Corporation,95395,1984,12,12/31/84,262,0,1984,Sundstrand Corporation,95395,1,1,,Understated taxes and revenue to conceal millions of dollars in overcharges to the government,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262,262,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Sundstrand Corporation,SUNDSTRAND CORP,1131,Sundstrand Corporation,95395,1985,12,12/31/85,262,0,1985,Sundstrand Corporation,95395,1,1,,Understated taxes and revenue to conceal millions of dollars in overcharges to the government,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262,262,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Sundstrand Corporation,SUNDSTRAND CORP,1131,Sundstrand Corporation,95395,1986,12,12/31/86,262,0,1986,Sundstrand Corporation,95395,1,1,,Understated taxes and revenue to conceal millions of dollars in overcharges to the government,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262,262,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Sunrise Medical Inc.,SUNRISE MEDICAL INC,1133,Sunrise Medical Inc.,720577,1994,6,6/30/94,1110,0,1994,Sunrise Medical Inc.,720577,1,1,,understated expenses,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1110,1118,1112,1111,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Sunrise Medical Inc.,SUNRISE MEDICAL INC,1133,Sunrise Medical Inc.,720577,1995,6,6/30/95,1110,0,1995,Sunrise Medical Inc.,720577,1,1,,understated expenses,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1110,1118,1112,1111,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"Symbol Technologies, Inc.",SYMBOL TECHNOLOGIES,1142,"Symbol Technologies, Inc.",278352,1998,12,12/31/98,1803,0,1998,"Symbol Technologies, Inc.",278352,1,1,,Ficticious revenue,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1803,2391,2381,2287,2286,2190,2052,2029,1803,1745,3064,3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Symbol Technologies, Inc.",SYMBOL TECHNOLOGIES,1142,"Symbol Technologies, Inc.",278352,1999,12,12/31/99,1803,0,1999,"Symbol Technologies, Inc.",278352,1,1,,Ficticious revenue,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1803,2391,2381,2287,2286,2190,2052,2029,1803,1745,3064,3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Symbol Technologies, Inc.",SYMBOL TECHNOLOGIES,1142,"Symbol Technologies, Inc.",278352,2000,12,12/31/00,1803,0,2000,"Symbol Technologies, Inc.",278352,1,1,,Ficticious revenue,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1803,2391,2381,2287,2286,2190,2052,2029,1803,1745,3064,3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Symbol Technologies, Inc.",SYMBOL TECHNOLOGIES,1142,"Symbol Technologies, Inc.",278352,2001,12,12/31/01,1803,0,2001,"Symbol Technologies, Inc.",278352,1,1,,Ficticious revenue,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1803,2391,2381,2287,2286,2190,2052,2029,1803,1745,3064,3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Symbol Technologies, Inc.",SYMBOL TECHNOLOGIES,1142,"Symbol Technologies, Inc.",278352,2002,12,12/31/02,1803,0,2002,"Symbol Technologies, Inc.",278352,1,1,,Ficticious revenue,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1803,2391,2381,2287,2286,2190,2052,2029,1803,1745,3064,3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
TVI Corporation,TVI CORP,1239,TVI Corporation,352079,2004,12,12/31/04,3123,1,2004,TVI Corporation,352079,1,1,,created two companies to purchase products and resell them to TVI at approximately a 100% or greater markup.,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3123,3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TVI Corporation,TVI CORP,1239,TVI Corporation,352079,2006,12,12/31/06,3123,1,2006,TVI Corporation,352079,1,1,,created two companies to purchase products and resell them to TVI at approximately a 100% or greater markup.,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3123,3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Telxon Corporation,TELXON CORP,1165,Telxon Corporation,352495,1996,3,3/31/97,1511,0,1997,Telxon Corporation,352495,1,1,,Improper recognition of revenue.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1511,2517,1548,1547,1512,1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Telxon Corporation,TELXON CORP,1165,Telxon Corporation,352495,1997,3,3/31/98,1511,0,1998,Telxon Corporation,352495,1,1,,Improper recognition of revenue.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1511,2517,1548,1547,1512,1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
"Telephone Specialists, Inc.",TELEPHONE SPECIALISTS INC,1163,"Telephone Specialists, Inc.",715805,1989,9,9/30/89,594,0,1989,"Telephone Specialists, Inc.",715805,1,1,,"Created false entries to hide failure to pay significant payroll, fica, withholding and sales tax liabilities",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,594,636,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Terrano Corporation, now known as Dynamic Healthcare Technologies, Inc.",DYNAMIC HEALTHCARE TECH INC,1169,"Terrano Corporation, now known as Dynamic Healthcare Technologies, Inc.",720481,1992,12,12/31/92,999,0,1992,"Terrano Corporation, now known as Dynamic Healthcare Technologies, Inc.",720481,1,1,,Improper revenue recognition of software not yet delivered,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,999,999,2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Terrano Corporation, now known as Dynamic Healthcare Technologies, Inc.",DYNAMIC HEALTHCARE TECH INC,1169,"Terrano Corporation, now known as Dynamic Healthcare Technologies, Inc.",720481,1993,12,12/31/93,999,0,1993,"Terrano Corporation, now known as Dynamic Healthcare Technologies, Inc.",720481,1,1,,Improper revenue recognition of software not yet delivered,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,999,999,2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Texas Commerce Bankshares, Inc.",TEXAS COMMERCE BANCSHARES,1170,"Texas Commerce Bankshares, Inc.",97409,1984,12,12/31/84,146,0,1984,"Texas Commerce Bankshares, Inc.",97409,1,1,,Understated loan loss reserve,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,146,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Thomas & Betts Corporation,THOMAS & BETTS CORP,1202,Thomas & Betts Corporation,97854,1999,12,12/31/99,1747,0,1999,Thomas & Betts Corporation,97854,1,1,,"Improper Revenue recognition, side-agreements",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1747,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Thor Industries, Inc.",THOR INDUSTRIES INC,1205,"Thor Industries, Inc.",730263,1996,7,7/31/96,1190,0,1996,"Thor Industries, Inc.",730263,1,1,,Understate expenses by capitalizing them /understate Dutchmen’s cost of goods sold in order to avoid recognizing inventory costs that were not reflected in financial accounting system.,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1190,1250,1190,1172,3280,3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
"Thor Industries, Inc.",THOR INDUSTRIES INC,1205,"Thor Industries, Inc.",730263,1997,7,7/31/97,1190,0,1997,"Thor Industries, Inc.",730263,1,1,,Understate expenses by capitalizing them /understate Dutchmen’s cost of goods sold in order to avoid recognizing inventory costs that were not reflected in financial accounting system.,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1190,1250,1190,1172,3280,3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
"Thor Industries, Inc.",THOR INDUSTRIES INC,1205,"Thor Industries, Inc.",730263,2003,7,7/31/03,1190,0,2003,"Thor Industries, Inc.",730263,1,1,,Understate expenses by capitalizing them /understate Dutchmen’s cost of goods sold in order to avoid recognizing inventory costs that were not reflected in financial accounting system.,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1190,1250,1190,1172,3280,3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
"Thor Industries, Inc.",THOR INDUSTRIES INC,1205,"Thor Industries, Inc.",730263,2004,7,7/31/04,1190,0,2004,"Thor Industries, Inc.",730263,1,1,,Understate expenses by capitalizing them /understate Dutchmen’s cost of goods sold in order to avoid recognizing inventory costs that were not reflected in financial accounting system.,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1190,1250,1190,1172,3280,3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
