AAER DATABASE IDENTIFIER,COMPUSTAT IDENTIFIER,ID,CONAME_x,CIK_x,YEARA,FYR,DATE,P_AAER_x,UNDERSTATEMENT,YEAR,CONAME_y,CIK_y,QUARTER,ANNUAL,REASON,EXPLANATION,AUDIT,BRIBES,DISCLOSURE,NODATES,OTHER,REV,REC,COGS,INV,RES,DEBT,MKT_SEC,INC_EXP_SE,ASSET,PAY,LIAB,FIGURE,P_AAER_y,AAER1,AAER2,AAER3,AAER4,AAER5,AAER6,AAER7,AAER8,AAER9,AAER10,AAER11,AAER12,AAER13,AAER14,AAER15,AAER16,AAER17,AAER18,AAER19,AAER20,AAER21,AAER22,AAER23,AAER24,AAER25,AAER26,AAER27,AAER28,AAER29,AAER30,AAER31,AAER32,AAER33,AAER34,AAER35,AAER36,AAER37,AAER38,AAER39,AAER40,AAER41,AAER42,AAER43,AAER44,AAER45,AAER46,AAER47,AAER48,AAER49,TotalAAER
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,1990.0,12.0,12/31/90,1126,0.0,1990.0,Terex Corporation,97216.0,1.0,1.0,,Improper use of purchase accounting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1126.0,1127.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,1990.0,12.0,12/31/90,1126,0.0,1990.0,Terex Corporation,97216.0,1.0,1.0,,"aiding and abetting a fraudulent accounting
scheme at United Rentals, Inc., sales recognition.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3035.0,3035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,1991.0,12.0,12/31/91,1126,0.0,1991.0,Terex Corporation,97216.0,1.0,1.0,,Improper use of purchase accounting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1126.0,1127.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,1991.0,12.0,12/31/91,1126,0.0,1991.0,Terex Corporation,97216.0,1.0,1.0,,"aiding and abetting a fraudulent accounting
scheme at United Rentals, Inc., sales recognition.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3035.0,3035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,2000.0,12.0,12/31/00,3035,0.0,2000.0,Terex Corporation,97216.0,1.0,1.0,,Improper use of purchase accounting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1126.0,1127.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,2000.0,12.0,12/31/00,3035,0.0,2000.0,Terex Corporation,97216.0,1.0,1.0,,"aiding and abetting a fraudulent accounting
scheme at United Rentals, Inc., sales recognition.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3035.0,3035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,2001.0,12.0,12/31/01,3035,0.0,2001.0,Terex Corporation,97216.0,1.0,1.0,,Improper use of purchase accounting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1126.0,1127.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,2001.0,12.0,12/31/01,3035,0.0,2001.0,Terex Corporation,97216.0,1.0,1.0,,"aiding and abetting a fraudulent accounting
scheme at United Rentals, Inc., sales recognition.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3035.0,3035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,2002.0,12.0,12/31/02,3035,0.0,2002.0,Terex Corporation,97216.0,1.0,1.0,,Improper use of purchase accounting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1126.0,1127.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,2002.0,12.0,12/31/02,3035,0.0,2002.0,Terex Corporation,97216.0,1.0,1.0,,"aiding and abetting a fraudulent accounting
scheme at United Rentals, Inc., sales recognition.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3035.0,3035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,2003.0,12.0,12/31/03,3035,0.0,2003.0,Terex Corporation,97216.0,1.0,1.0,,Improper use of purchase accounting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1126.0,1127.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Terex Corporation,TEREX CORP,1168,Terex Corporation,97216.0,2003.0,12.0,12/31/03,3035,0.0,2003.0,Terex Corporation,97216.0,1.0,1.0,,"aiding and abetting a fraudulent accounting
scheme at United Rentals, Inc., sales recognition.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3035.0,3035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
NorthWestern Corporation (Northwestern Communications Solutions),NORTHWESTERN CORP,861,NorthWestern Corporation (Northwestern Communications Solutions),73088.0,2001.0,12.0,12/31/01,2601,0.0,2001.0,NorthWestern Corporation (Northwestern Communications Solutions),73088.0,1.0,1.0,,"improperly recognized 3.2 million of revenue and reclassified approximately 1 million in unsubstantiated assets to a goodwill account, overstated income by understating bad debt reserve for aged account receivables, failing to write off account receivables, improperly adjusting customer bills, inaccurately reducing various reserves and falsely allocating losses to minority interests; its subsidiary Expanet failed to properly account for uncollectible accounts receivable and billing adjustments ",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,2601.0,2601.0,2573.0,2535.0,2534.0,2533.0,2520.0,2636.0,2637.0,2638.0,2650.0,3557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
"Oak Industries, Inc.",OAK INDUSTRIES INC,868,"Oak Industries, Inc.",73568.0,1982.0,12.0,12/31/82,63,0.0,1982.0,"Oak Industries, Inc.",73568.0,1.0,1.0,,established unneeded reserves to be released in later periods,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,63.0,94.0,93.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"Oak Industries, Inc.",OAK INDUSTRIES INC,868,"Oak Industries, Inc.",73568.0,1982.0,12.0,12/31/82,63,0.0,1982.0,"Oak Industries, Inc.",73568.0,1.0,1.0,,fraudulently concealed expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1328.0,1461.0,1328.0,1876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"Oak Industries, Inc.",OAK INDUSTRIES INC,868,"Oak Industries, Inc.",73568.0,1995.0,12.0,12/31/95,1328,0.0,1995.0,"Oak Industries, Inc.",73568.0,1.0,1.0,,established unneeded reserves to be released in later periods,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,63.0,94.0,93.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"Oak Industries, Inc.",OAK INDUSTRIES INC,868,"Oak Industries, Inc.",73568.0,1995.0,12.0,12/31/95,1328,0.0,1995.0,"Oak Industries, Inc.",73568.0,1.0,1.0,,fraudulently concealed expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1328.0,1461.0,1328.0,1876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Bristow Group Inc.,BRISTOW GROUP INC,191,Bristow Group Inc.,73887.0,2000.0,3.0,3/31/01,2727,0.0,2001.0,Bristow Group Inc.,73887.0,1.0,1.0,,paid bribes and underreported payroll expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2727.0,2727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Bristow Group Inc.,BRISTOW GROUP INC,191,Bristow Group Inc.,73887.0,2001.0,3.0,3/31/02,2727,0.0,2002.0,Bristow Group Inc.,73887.0,1.0,1.0,,paid bribes and underreported payroll expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2727.0,2727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Bristow Group Inc.,BRISTOW GROUP INC,191,Bristow Group Inc.,73887.0,2002.0,3.0,3/31/03,2727,0.0,2003.0,Bristow Group Inc.,73887.0,1.0,1.0,,paid bribes and underreported payroll expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2727.0,2727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Bristow Group Inc.,BRISTOW GROUP INC,191,Bristow Group Inc.,73887.0,2003.0,3.0,3/31/04,2727,0.0,2004.0,Bristow Group Inc.,73887.0,1.0,1.0,,paid bribes and underreported payroll expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2727.0,2727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Bristow Group Inc.,BRISTOW GROUP INC,191,Bristow Group Inc.,73887.0,2004.0,3.0,3/31/05,2727,0.0,2005.0,Bristow Group Inc.,73887.0,1.0,1.0,,paid bribes and underreported payroll expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2727.0,2727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Olympic Gas & Oil, Inc",OLYMPIC GAS & OIL INC,878,"Olympic Gas & Oil, Inc",313023.0,1979.0,2.0,2/29/80,5,0.0,1980.0,"Olympic Gas & Oil, Inc",313023.0,1.0,1.0,,The accounting method used to recognize sales and costs of sales was not disclosed and certain marketable securities were valued in excess of their market prices.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",OMNI EQUITIES INC,10,"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",351038.0,1979.0,12.0,12/31/79,20,0.0,1979.0,"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",351038.0,1.0,1.0,,"inflated revenues, earnings, assets",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,20.0,21.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",OMNI EQUITIES INC,10,"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",351038.0,1980.0,12.0,12/31/80,20,0.0,1980.0,"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",351038.0,1.0,1.0,,"inflated revenues, earnings, assets",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,20.0,21.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",OMNI EQUITIES INC,10,"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",351038.0,1981.0,12.0,12/31/81,20,0.0,1981.0,"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",351038.0,1.0,1.0,,"inflated revenues, earnings, assets",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,20.0,21.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",OMNI EQUITIES INC,10,"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",351038.0,1982.0,12.0,12/31/82,20,0.0,1982.0,"A.T. Bliss and Company, Inc. (now OMNI Equities Inc.)",351038.0,1.0,1.0,,"inflated revenues, earnings, assets",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,20.0,21.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Outdoor Sports Headquarters, Inc. (Centuri)",OUTDOOR SPORTS INDUSTRIES,885,"Outdoor Sports Headquarters, Inc. (Centuri)",,1989.0,12.0,12/31/89,774,0.0,1989.0,"Outdoor Sports Headquarters, Inc. (Centuri)",,1.0,1.0,,overstated sales by failing to account for cash discounts and record a reserve for sales returns and allowances; understated cost of sales; double-booking inventory; failed to accrue for certain liabilities,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,774.0,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Paccar Inc.,PACCAR INC,887,Paccar Inc.,75362.0,2009.0,12.0,12/31/09,3462,0.0,2009.0,Paccar Inc.,75362.0,1.0,1.0,,"PACCAR failed to report the operating results as required under segment reporting requirements, it also failed to provide complete information about their respective loan and lease portfolios, overstated some loan and lease originations and collections in its statement of cash flows",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3462.0,3462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Pacific Silver Corporation,PACIFIC SILVER CORP,889,Pacific Silver Corporation,795410.0,1986.0,3.0,3/31/87,364,0.0,1987.0,Pacific Silver Corporation,795410.0,1.0,1.0,,Wrote-up assets in an exchange of assets between two companies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,364.0,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
The Penn Traffic Company (Penny Curtiss),PENN TRAFFIC CO,1193,The Penn Traffic Company (Penny Curtiss),77155.0,2001.0,1.0,1/31/02,2719,0.0,2002.0,The Penn Traffic Company (Penny Curtiss),77155.0,0.0,0.0,no date information,inflated net income by overstating inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2321.0,2321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
The Penn Traffic Company (Penny Curtiss),PENN TRAFFIC CO,1193,The Penn Traffic Company (Penny Curtiss),77155.0,2001.0,1.0,1/31/02,2719,0.0,2002.0,The Penn Traffic Company (Penny Curtiss),77155.0,1.0,1.0,,prematurely recognized promotional allowances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2719.0,2719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
The Penn Traffic Company (Penny Curtiss),PENN TRAFFIC CO,1193,The Penn Traffic Company (Penny Curtiss),77155.0,2002.0,1.0,1/31/03,2719,0.0,2003.0,The Penn Traffic Company (Penny Curtiss),77155.0,0.0,0.0,no date information,inflated net income by overstating inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2321.0,2321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
The Penn Traffic Company (Penny Curtiss),PENN TRAFFIC CO,1193,The Penn Traffic Company (Penny Curtiss),77155.0,2002.0,1.0,1/31/03,2719,0.0,2003.0,The Penn Traffic Company (Penny Curtiss),77155.0,1.0,1.0,,prematurely recognized promotional allowances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2719.0,2719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
The Penn Traffic Company (Penny Curtiss),PENN TRAFFIC CO,1193,The Penn Traffic Company (Penny Curtiss),77155.0,2003.0,1.0,1/31/04,2719,0.0,2004.0,The Penn Traffic Company (Penny Curtiss),77155.0,0.0,0.0,no date information,inflated net income by overstating inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2321.0,2321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
The Penn Traffic Company (Penny Curtiss),PENN TRAFFIC CO,1193,The Penn Traffic Company (Penny Curtiss),77155.0,2003.0,1.0,1/31/04,2719,0.0,2004.0,The Penn Traffic Company (Penny Curtiss),77155.0,1.0,1.0,,prematurely recognized promotional allowances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2719.0,2719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"PepsiCo, Inc.",PEPSICO INC,913,"PepsiCo, Inc.",77476.0,1979.0,12.0,12/31/79,65,0.0,1979.0,"PepsiCo, Inc.",77476.0,1.0,1.0,,"Inventories, bad debt",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,65.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"PepsiCo, Inc.",PEPSICO INC,913,"PepsiCo, Inc.",77476.0,1980.0,12.0,12/31/80,65,0.0,1980.0,"PepsiCo, Inc.",77476.0,1.0,1.0,,"Inventories, bad debt",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,65.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"PepsiCo, Inc.",PEPSICO INC,913,"PepsiCo, Inc.",77476.0,1981.0,12.0,12/31/81,65,0.0,1981.0,"PepsiCo, Inc.",77476.0,1.0,1.0,,"Inventories, bad debt",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,65.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Perry Drug Stores, Inc.",PERRY DRUG STORES,919,"Perry Drug Stores, Inc.",77628.0,1992.0,10.0,10/31/92,1037,0.0,1992.0,"Perry Drug Stores, Inc.",77628.0,1.0,1.0,,Overstated inventory and understatedCOGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1037.0,1037.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Perry Drug Stores, Inc.",PERRY DRUG STORES,919,"Perry Drug Stores, Inc.",77628.0,1993.0,10.0,10/31/93,1037,1.0,1993.0,"Perry Drug Stores, Inc.",77628.0,1.0,1.0,,Overstated inventory and understatedCOGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1037.0,1037.0,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Pier 1 Imports, Inc.",PIER 1 IMPORTS INC/DE,930,"Pier 1 Imports, Inc.",278130.0,1994.0,2.0,2/28/95,1303,0.0,1995.0,"Pier 1 Imports, Inc.",278130.0,1.0,1.0,,Failure to account for investment losses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1303.0,1336.0,1305.0,1303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Policy Management Systems Corporation,MYND CORP,937,Policy Management Systems Corporation,356226.0,1991.0,12.0,12/31/91,943,0.0,1991.0,Policy Management Systems Corporation,356226.0,1.0,1.0,,Overstated revenue by using holding open the reporting period and sideletters.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,943.0,944.0,943.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Policy Management Systems Corporation,MYND CORP,937,Policy Management Systems Corporation,356226.0,1992.0,12.0,12/31/92,943,0.0,1992.0,Policy Management Systems Corporation,356226.0,1.0,1.0,,Overstated revenue by using holding open the reporting period and sideletters.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,943.0,944.0,943.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Pre-Paid Legal Services Inc.,PREPAID LEGAL SERVICES INC,951,Pre-Paid Legal Services Inc.,311657.0,1984.0,12.0,12/31/84,121,0.0,1984.0,Pre-Paid Legal Services Inc.,311657.0,1.0,1.0,,"Did not subtract preferred shareholder dividends from NI before dividing NI by #shares, thus overstating EPS.  Misstated a liability; this didn't have an effect of NI.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,121.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Programming and Systems, Inc.",PROGRAMMING & SYSTEMS INC,960,"Programming and Systems, Inc.",80630.0,1988.0,2.0,2/28/89,659,1.0,1989.0,"Programming and Systems, Inc.",80630.0,1.0,1.0,,Misstatement of income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,659.0,660.0,659.0,632.0,597.0,584.0,431.0,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
"Programming and Systems, Inc.",PROGRAMMING & SYSTEMS INC,960,"Programming and Systems, Inc.",80630.0,1989.0,2.0,2/28/90,659,0.0,1990.0,"Programming and Systems, Inc.",80630.0,1.0,1.0,,Misstatement of income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,659.0,660.0,659.0,632.0,597.0,584.0,431.0,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
"Programming and Systems, Inc.",PROGRAMMING & SYSTEMS INC,960,"Programming and Systems, Inc.",80630.0,1990.0,2.0,2/28/91,659,0.0,1991.0,"Programming and Systems, Inc.",80630.0,1.0,1.0,,Misstatement of income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,659.0,660.0,659.0,632.0,597.0,584.0,431.0,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
"Psych Systems, Inc.",PSYCH SYSTEMS INC,968,"Psych Systems, Inc.",704700.0,1983.0,11.0,11/30/83,131,0.0,1983.0,"Psych Systems, Inc.",704700.0,1.0,1.0,,"Recorded ast revenue ficticous sales, rentals/conditional sales.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,131.0,140.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Qmax Technology Group, Inc.",QMAX TECHNOLOGY GROUP INC,975,"Qmax Technology Group, Inc.",731308.0,1986.0,6.0,6/30/86,325,0.0,1986.0,"Qmax Technology Group, Inc.",731308.0,1.0,1.0,,"Recorded non-existent sales, overstated sales, and failed to record allowances for uncollectable accounts recievable",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,325.0,393.0,360.0,359.0,345.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
"Qmax Technology Group, Inc.",QMAX TECHNOLOGY GROUP INC,975,"Qmax Technology Group, Inc.",731308.0,1987.0,6.0,6/30/87,325,0.0,1987.0,"Qmax Technology Group, Inc.",731308.0,1.0,1.0,,"Recorded non-existent sales, overstated sales, and failed to record allowances for uncollectable accounts recievable",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,325.0,393.0,360.0,359.0,345.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
